INSTITUICAO_ENSINO_ALUNO_2020;NOME;IDADE_ALUNO_2020;ANOS_PM_2020;FASE_TURMA_2020;PONTO_VIRADA_2020;INDE_2020;INDE_CONCEITO_2020;PEDRA_2020;DESTAQUE_IEG_2020;DESTAQUE_IDA_2020;DESTAQUE_IPV_2020;IAA_2020;IEG_2020;IPS_2020;IDA_2020;IPP_2020;IPV_2020;IAN_2020;FASE_2021;TURMA_2021;INSTITUICAO_ENSINO_ALUNO_2021;SINALIZADOR_INGRESSANTE_2021;PEDRA_2021;INDE_2021;IAA_2021;IEG_2021;IPS_2021;IDA_2021;IPP_2021;REC_EQUIPE_1_2021;REC_EQUIPE_2_2021;REC_EQUIPE_3_2021;REC_EQUIPE_4_2021;PONTO_VIRADA_2021;IPV_2021;IAN_2021;NIVEL_IDEAL_2021;DEFASAGEM_2021;FASE_2022;TURMA_2022;ANO_INGRESSO_2022;BOLSISTA_2022;INDE_2022;CG_2022;CF_2022;CT_2022;PEDRA_2022;DESTAQUE_IEG_2022;DESTAQUE_IDA_2022;DESTAQUE_IPV_2022;IAA_2022;IEG_2022;IPS_2022;IDA_2022;NOTA_PORT_2022;NOTA_MAT_2022;NOTA_ING_2022;QTD_AVAL_2022;IPP_2022;REC_AVA_1_2022;REC_AVA_2_2022;REC_AVA_3_2022;REC_AVA_4_2022;INDICADO_BOLSA_2022;PONTO_VIRADA_2022;IPV_2022;IAN_2022;NIVEL_IDEAL_2022
Rede Decisão/União;ALUNO-1315;12;4;2B;Não;6;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8;7;5;4;4;6;5;2;B;Rede Decisão;Veterano;Quartzo;5;9;4;4;4;5;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;6;5;Nível 3 (7o e 8o ano);-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-1316;10;1;0B;Não;9;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10;10;8;10;8;8;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-1317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;N;20220;Não;7;535;69;7;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;7;8;3;7;2;0;3;7;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7;10;Fase 3 (7º e 8º ano)
Estácio;ALUNO-1318;20;4;8A;;7;C;Ágata;Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.;Seu destaque em 2020: As suas boas notas na Faculdade.;;9;0;8;10;0;0;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-1319;10;1;1J;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;6;9;7;10;7;8;5;2;R;Escola Pública;Veterano;Ametista;8;6;8;5;6;8;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8;10;Nível 2 (5o e 6o ano);0;2;Q;20190;Não;7;401;59;4;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7;9;8;7;5;9;;3;6;Promovido de Fase;Promovido de Fase;Promovido de Fase;;Não;Não;7;5;Fase 3 (7º e 8º ano)
Escola Pública;ALUNO-132;14;3;4F;Não;7;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;6;8;6;8;7;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-1320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;Q;20220;Não;6;758;140;11;Quartzo;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7;8;8;3;0;6;;3;5;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;5;5;Fase 3 (7º e 8º ano)
;ALUNO-1321;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;E;20220;Não;7;603;165;4;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;5;9;8;7;8;7;;2;4;Promovido de Fase;Promovido de Fase;;;Não;Não;6;5;Fase 1 (4º ano)
;ALUNO-1322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;C;20220;Não;5;820;57;7;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10;3;8;2;6;0;0;4;6;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Alocado em Fase anterior;Não;Não;6;5;Fase 6 (2º EM)
Escola Pública;ALUNO-1323;10;1;1N;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;9;4;10;8;8;5;2;N;Escola Pública;Veterano;Ametista;8;8;9;6;5;8;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8;10;Nível 2 (5o e 6o ano);0;2;U;20190;Não;7;588;96;8;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;9;6;5;4;6;;3;6;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7;5;Fase 3 (7º e 8º ano)
Escola Pública;ALUNO-1324;10;2;1K;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;8;8;10;8;8;5;2;J;Escola Pública;Veterano;Ametista;7;8;9;8;3;8;Alocado em Fase anterior;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7;10;Nível 2 (5o e 6o ano);0;2;Q;20180;Não;5;792;149;13;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;0;7;8;4;2;6;;3;6;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7;5;Fase 3 (7º e 8º ano)
Escola Pública;ALUNO-1325;13;2;2M;Não;5;D;Quartzo;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7;8;5;0;7;7;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-1326;;;;;;;;;;;;;;;;;;2;K;Escola Pública;Veterano;Quartzo;4;9;4;6;1;7;Mantido na Fase atual;Não avaliado;Mantido na Fase atual;Não avaliado;Não;4;5;Nível 4 (9o ano);-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-1327;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;Q;20220;Não;7;616;106;7;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10;8;8;4;2;5;;3;6;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7;5;Fase 4 (9º ano)
Rede Decisão/União;ALUNO-1328;10;3;2G;Sim;7;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10;9;8;2;8;9;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-1329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;P;20220;Não;6;711;170;13;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;8;8;2;4;0;;3;6;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7;5;Fase 2 (5º e 6º ano)
Escola Pública;ALUNO-133;10;1;0D;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10;10;8;10;7;8;5;1;F;Escola Pública;Veterano;Ametista;8;10;10;8;7;8;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;8;5;Nível 2 (5o e 6o ano);-1;1;G;20190;Não;7;396;104;2;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8;9;7;7;6;9;;2;5;Mantido na Fase atual;Promovido de Fase;;;Não;Não;8;5;Fase 3 (7º e 8º ano)
;ALUNO-1330;;;;;;;;;;;;;;;;;;4;E;Escola Pública;Veterano;Ametista;7;9;8;8;6;8;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não;7;5;Nível 5 (1o EM);-1;4;A;20190;Não;6;740;67;14;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8;7;6;4;3;6;3;4;7;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não;Não;6;5;Fase 6 (2º EM)
;ALUNO-1331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;G;20210;Não;7;355;106;4;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10;8;4;8;8;8;;2;6;Promovido de Fase;Promovido de Fase;;;Não;Não;8;5;Fase 1 (4º ano)
;ALUNO-1332;;;;;;;;;;;;;;;;;;0;R;Escola Pública;Ingressante;Topázio;9;10;10;8;7;8;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Sim;10;10;ALFA  (2o e 3o ano);0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-1333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;L;20220;Não;8;91;21;3;Topázio;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;10;8;6;6;7;;3;6;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Sim;8;10;Fase 1 (4º ano)
;ALUNO-1334;;;;;;;;;;;;;;;;;;0;T;Escola Pública;Ingressante;Topázio;9;8;10;8;7;8;Promovido de Fase;Promovido de Fase;Não avaliado;Não avaliado;Sim;10;10;ALFA  (2o e 3o ano);0;1;K;20210;Não;9;4;1;1;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10;10;8;9;9;10;;3;6;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;;Sim;Sim;9;10;Fase 1 (4º ano)
;ALUNO-1335;;;;;;;;;;;;;;;;;;2;G;Rede Decisão;Ingressante;Quartzo;5;0;4;8;3;7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;5;10;Nível 2 (5o e 6o ano);0;2;F;20210;Não;7;571;92;15;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;8;6;6;4;8;;3;6;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;;Não;Não;7;5;Fase 3 (7º e 8º ano)
Escola Pública;ALUNO-1336;14;0;3R;Não;6;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8;4;8;4;8;6;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-1337;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;M;20220;Não;6;702;96;11;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;5;8;6;7;6;;4;6;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Alocado em Fase anterior;Não;Não;5;5;Fase 4 (9º ano)
Escola Pública;ALUNO-1338;10;1;1D;Sim;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10;8;8;10;8;9;5;2;C;Escola Pública;Veterano;Ágata;7;8;2;8;5;8;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;9;10;Nível 2 (5o e 6o ano);0;2;D;20190;Não;7;463;70;5;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10;8;8;5;5;6;;3;6;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;;Não;Não;7;5;Fase 3 (7º e 8º ano)
Escola Pública;ALUNO-1339;14;1;3E;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10;10;8;8;8;7;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;I;20220;Não;7;460;57;2;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10;9;6;6;6;6;;4;7;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não;Não;7;5;Fase 5 (1º EM)
;ALUNO-1340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;L;20220;Não;5;819;127;6;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10;6;8;0;;;;4;7;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;Não;6;2;Fase 8 (Universitários)
Rede Decisão/União;ALUNO-1341;17;1;7B;Sim;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;9;7;7;8;9;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-1342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;K;20220;Não;8;99;13;1;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8;10;8;8;6;10;;3;6;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;8;10;Fase 2 (5º e 6º ano)
Escola Pública;ALUNO-1343;11;2;2M;Não;6;D;Quartzo;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8;8;5;0;6;7;10;2;K;Escola Pública;Veterano;Quartzo;4;10;1;6;1;7;Mantido na Fase atual;Não avaliado;Mantido na Fase atual;Não avaliado;Não;4;5;Nível 3 (7o e 8o ano);-1;2;K;20180;Não;6;763;141;11;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7;6;6;2;2;2;;3;6;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7;5;Fase 4 (9º ano)
Escola Pública;ALUNO-1344;14;2;1R;Não;6;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8;7;6;6;6;8;2;2;R;Escola Pública;Veterano;Ágata;6;10;6;6;2;8;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8;2;Nível 5 (1o EM);-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-1345;;;;;;;;;;;;;;;;;;0;L;Escola Pública;Ingressante;Ágata;7;9;7;8;5;7;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;7;5;Nível 1 (4o ano);-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-1346;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;U;20220;Não;8;105;30;2;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;9;8;9;9;9;;2;6;Promovido de Fase;Promovido de Fase;;;Não;Sim;9;5;Fase 1 (4º ano)
Escola Pública;ALUNO-1347;17;1;7B;Não;7;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;8;7;5;7;6;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-1348;13;2;3R;Sim;8;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8;7;7;6;9;9;10;3;J;Rede Decisão;Veterano;Ametista;7;8;9;6;7;8;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não avaliado;Não;8;5;Nível 4 (9o ano);-1;4;P;20180;Sim;7;567;51;6;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8;9;6;6;5;7;6;4;7;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;Não;6;5;Fase 5 (1º EM)
;ALUNO-1349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;M;20220;Não;6;662;87;8;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8;8;8;4;4;4;6;4;8;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Mantido na Fase + Bolsa;Sim;Não;6;5;Fase 5 (1º EM)
Escola Pública;ALUNO-135;9;1;1A;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;8;8;6;7;7;10;1;A;Escola Pública;Veterano;Ágata;6;10;4;6;4;7;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7;5;Nível 2 (5o e 6o ano);-1;1;A;20190;Não;5;805;185;13;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;5;5;2;2;3;;3;6;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7;5;Fase 2 (5º e 6º ano)
Escola Pública;ALUNO-136;16;2;5A;Não;5;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8;4;4;2;7;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-137;;;;;;;;;;;;;;;;;;0;R;Escola Pública;Ingressante;Ágata;6;8;6;8;5;5;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;6;5;Nível 1 (4o ano);-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Z;20220;Não;8;41;9;2;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10;10;8;10;10;10;;2;6;Promovido de Fase;Mantido na Fase atual;;;Não;Sim;9;5;Fase 1 (4º ano)
Escola Pública;ALUNO-139;17;0;5L;Não;6;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;6;8;4;8;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-14;11;2;2M;Não;6;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8;8;7;0;8;8;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;J;20220;Não;7;505;145;9;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10;7;6;7;8;6;;2;6;Promovido de Fase;Promovido de Fase;;;Não;Não;7;5;Fase 2 (5º e 6º ano)
;ALUNO-141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;N;20220;Não;7;378;43;5;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10;8;8;5;6;4;5;3;8;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;6;10;Fase 3 (7º e 8º ano)
;ALUNO-142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;F;20220;Não;8;121;19;6;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10;9;8;8;7;8;9;4;8;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Sim;Sim;8;5;Fase 4 (9º ano)
;ALUNO-143;;;;;;;;;;;;;;;;;;3;H;Escola Pública;Ingressante;Ágata;6;8;4;6;4;8;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7;10;Nível 3 (7o e 8o ano);0;3;F;20210;Não;6;674;91;12;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;6;5;5;4;6;4;4;7;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;Não;7;5;Fase 4 (9º ano)
;ALUNO-144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;H;20220;Não;8;156;15;1;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8;9;8;8;6;7;10;4;8;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Sim;Não;8;5;Fase 5 (1º EM)
Rede Decisão/União;ALUNO-145;17;1;7B;Sim;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8;9;8;7;8;9;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-146;9;2;1C;Não;6;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10;7;8;0;7;7;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-147;13;1;2C;Não;6;D;Quartzo;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;8;8;0;7;7;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;P;20220;Não;8;267;69;4;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10;9;8;6;8;5;;3;6;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;;Não;Não;8;5;Fase 2 (5º e 6º ano)
